No,drillhole,Date ,Block,E/W,N/S,CoreRec,ELEV,FROM,TO,Length,AreaInfl,Vol, Category , %Ni , %Fe , %Co ,DESCRIPTION,Excavated,ExYear,NiVol,FeVol,CoVol,ORE CLASS,Cu. m.,%Ni,%Fe,%Co,Category,Excavated,%Ni,%Ni,%Fe,%Fe,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,,,,,,,,,Statistic Data of 2016 Mineral Resources TMC,,,,Taga1,,,,,,,,,
208,216_T1,20-May-03,C015,E450,S425,,241.71,241.71,241,0.71,625,443.75,M,1.02,49.22,0.08,RBR-LAT,1,2014,452.625,21841.375,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,217_T1,20-May-03,C022,E375,S200,,204.73,204.73,204,0.73,625,456.25,M,1.59,46.51,0.25,YBR-LAT/YG-CS-SP,1,2013,725.4375,21220.1875,114.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,218_T1,22-May-03,C022,E400,S175,,197.08,197.08,196,1.08,625,675,M,1.19,46.72,0.08,RBR-LAT,1,Dec-18,803.25,31536,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,219_T1,23-May-03,C022,E425,S125,,189.52,189.52,189,0.52,625,325,M,1.29,32.28,0.05,YBR-LAT/YG-CS-SP,,,419.25,10491,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,220_T1,20-May-03,C015,E475,S400,,247.36,247.36,246,1.36,625,850,M,0.79,47.64,0.04,RBR-LAT,1,2014,671.5,40494,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201B,221_T1,20-May-03,C013,E725,S250,,199.73,199.73,199,0.73,625,456.25,M,1.04,49.04,0.05,RBR-LAT,1,Aug-09,474.5,22374.5,22.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201C,222_T1,21-May-03,C015,E500,S450,,254.58,254.58,254,0.58,625,362.5,M,0.77,48.49,0.03,RBR-LAT,1,2012,279.125,17577.625,10.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,223_T1,21-May-03,C025,E300,S350,,220.91,220.91,220,0.91,625,568.75,M,0.84,50.57,0.04,RBR-LAT,1,Jul-11,477.75,28761.6875,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,224_T1,27-May-03,C025,E325,S325,,208.92,208.92,208,0.92,625,575,M,0.89,47.4,0.05,RBR-LAT,1,2013,511.75,27255,28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,225_T1,28-May-03,C022,E400,S025,,183.42,183.42,182,1.42,625,887.5,M,0.77,49.97,0.04,RBR-LAT,1,2014,683.375,44348.375,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,226_T1,22-May-03,C024,E275,S325,,213.31,213.31,212,1.31,625,818.75,M,0.67,49.98,0.04,RBR-LAT,1,11-Jul,548.5625,40921.125,32.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,227_T1,24-May-03,C024,E275,S350,,218.33,218.33,217,1.33,625,831.25,M,0.63,48.41,0.02,RBR-LAT,1,Jul-11,523.6875,40240.8125,16.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,228_T1,26-May-03,C025,E325,S300,,215.81,215.81,215,0.81,625,506.25,M,1.15,45.44,0.1,RBR-LAT/YG-MHR,1,Jul-11,582.1875,23004,50.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,229_T1,23-May-03,C024,E225,S450,,217.2,217.2,216,1.2,625,750,M,0.69,50.2,0.02,RBR-LAT,,,517.5,37650,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,230_T1,26-May-03,C024,E225,S475,,218.18,218.18,217,1.18,625,737.5,M,0.74,50.01,0.02,RBR-LAT,,,545.75,36882.375,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,231_T1,27-May-03,C024,E225,S500,,216.54,216.54,216,0.54,625,337.5,M,0.56,50.25,0.02,RBR-LAT,,,189,16959.375,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201A,232_T1,23-May-03,C016,E825,S300,,230.95,230.95,230,0.95,625,593.75,M,0.79,49.33,0.02,RBR-LAT,1,Sep-09,469.0625,29289.6875,11.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,233_T1,24-May-03,C015,E450,S450,,240.77,240.77,240,0.77,625,481.25,M,1.16,47.01,0.18,RBR-YBR-LAT,1,2014,558.25,22623.5625,86.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,234_T1,24-May-03,C022,E375,S050,,179.45,179.45,178,1.45,625,906.25,M,1.28,45.4,0.04,RBR-LAT,1,2014,1160,41143.75,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,235_T1,26-May-03,C022,E375,S025,,177.57,177.57,177,0.57,625,356.25,M,0.87,49.97,0.06,RBR-LAT,1,2014,309.9375,17801.8125,21.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,236_T1,27-May-03,C022,E375,S000,,178.66,178.66,178,0.66,625,412.5,M,0.67,49.42,0.04,RBR-LAT,1,2014,276.375,20385.75,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201B,237_T1,24-May-03,C013,E675,S275,,207.26,207.26,206,1.26,625,787.5,M,0.96,49.94,0.06,RBR-LAT,1,2010,756,39327.75,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201C,238_T1,24-May-03,C015,E500,S475,,258.22,258.22,257,1.22,625,762.5,M,0.83,49.03,0.02,RBR-LAT,1,2012,632.875,37385.375,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,239_T1,24-May-03,C015,E475,S450,,249.19,249.19,248,1.19,625,743.75,M,0.91,49.68,0.07,RBR-LAT,1,2014,676.8125,36949.5,52.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201C,240_T1,26-May-03,C015,E525,S450,,255.14,255.14,254,1.14,625,712.5,M,0.68,50.51,0.02,RBR-LAT,1,2012,484.5,35988.375,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,241_T1,26-May-03,C015,E450,S475,,246.54,246.54,246,0.54,625,337.5,M,0.91,50.81,0.05,RBR-LAT,1,2014,307.125,17148.375,16.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,242_T1,28-May-03,C015,E475,S475,,253.37,253.37,252,1.37,625,856.25,M,0.95,49,0.06,RBR-LAT,1,2014,813.4375,41956.25,51.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201A,243_T1,27-May-03,C016,E800,S300,,231.82,231.82,231,0.82,625,512.5,M,0.83,50.47,0.03,RBR-LAT,1,Sep-09,425.375,25865.875,15.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201B,244_T1,26-May-03,C013,E700,S275,,200.01,200.01,199,1.01,625,631.25,M,0.88,48.97,0.05,RBR-LAT,1,2010,555.5,30912.3125,31.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,245_T1,27-May-03,B028,E375,S825,,164.53,164.53,164,0.53,625,331.25,M,0.72,49.37,0.04,RBR-LAT,,,238.5,16353.8125,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,246_T1,28-May-03,B028,E425,S875,,175.62,175.62,175,0.62,625,387.5,M,0.71,50.21,0.03,RBR-LAT,1,11-Jul,275.125,19456.375,11.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,247_T1,29-May-03,C022,E425,S000,,179.29,179.29,178,1.29,625,806.25,M,0.75,50.46,0.04,RBR-LAT,1,Jul-11,604.6875,40683.375,32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,248_T1,28-May-03,C025,E300,S300,,216.64,216.64,216,0.64,625,400,M,0.63,48.03,0.04,RBR-LAT,1,Jul-11,252,19212,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,249_T1,30-May-03,C022,E300,S275,,213.64,213.64,213,0.64,625,400,M,0.9,49.64,0.1,RBR-LAT,1,Jul-11,360,19856,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,250_T1,2-Jun-03,C022,E325,S275,,211.54,211.54,211,0.54,625,337.5,M,0.78,50.42,0.03,RBR-LAT,1,Jul-11,263.25,17016.75,10.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,251_T1,28-May-03,B028,E375,S875,,178.8,178.8,178,0.8,625,500,M,1.55,39.96,0.09,YBR-LAT/YG-MHR,1,2014,775,19980,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,252_T1,29-May-03,B028,E375,S850,,176.67,176.67,176,0.67,625,418.75,M,0.8,49.9,0.06,YBR-LAT,1,2014,335,20895.625,25.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,253_T1,30-May-03,B028,E400,S875,,181.27,181.27,180,1.27,625,793.75,M,0.83,50.91,0.02,RBR-LAT,1,2014,658.8125,40409.8125,15.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201C,254_T1,28-May-03,C015,E500,S500,,262.31,262.31,261,1.31,625,818.75,M,0.84,49.71,0.02,RBR-LAT,1,2012,687.75,40700.0625,16.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201A,255_T1,29-May-03,C016,E775,S300,,228.51,228.51,228,0.51,625,318.75,M,1.23,48.03,0.1,RBR-LAT,1,Sep-09,392.0625,15309.5625,31.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201B,256_T1,29-May-03,C013,E725,S275,,204.96,204.96,204,0.96,625,600,M,1.42,47.45,0.08,RBR-LAT/YG-CS-SP,1,2010,852,28470,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
